ProductID,CategoryL1,CategoryL2,Tags,PopularityRank,PopularityScore,SavingAmount
P289,Books,Children's Books,"gluten-free, customer favorite, organic certified",29417,1.2329434507016818e-08,3.97
P290,Fashion,Kids' Fashion,"durable, lightweight, handmade, smart device, locally sourced",6311,1.6880818427315107e-07,3.0
P291,Automotive,Car Parts,"eco-friendly, on sale, for adults",10257,7.393086720536209e-08,7.99
P292,Fashion,Men's Apparel,"heavy-duty, eco-friendly, wireless",20857,2.212240174637695e-08,3.0
P293,Beauty,Makeup,"modern design, heavy-duty",2135,1.0655749686013786e-06,5.94
P294,Automotive,Car Parts,"durable, handmade, heavy-duty, premium quality",18211,2.78607596967169e-08,3.0
P295,Home & Kitchen,Lighting,"durable, imported, eco-friendly, top rated",13796,4.4666301095212814e-08,7.52
P296,Grocery,Pantry Staples,"durable, for adults, budget-friendly",16507,3.2924906298548364e-08,4.79
P297,Fashion,Men's Apparel,"heavy-duty, eco-friendly, organic certified, gift idea, vegan friendly",3864,3.886845738863978e-07,25.0
P298,Fashion,Footwear,"collectible, bestseller, new arrival, gluten-free, modern design",1746,1.4999790657571117e-06,3.0
P299,Fashion,Kids' Fashion,"budget-friendly, modern design, bestseller, gift idea",25324,1.590579887541215e-08,25.0
P300,Books,Academic,"gluten-free, handmade",2403,8.715232841749243e-07,3.0
P301,Books,Mystery,"bestseller, gift idea, eco-friendly",16968,3.14187057195694e-08,8.45
P302,Books,Children's Books,"easy to use, for adults",23403,1.818858020120749e-08,3.0
P303,Automotive,Tools,"durable, for kids, organic certified",20914,2.2020000707858824e-08,3.05
P304,Grocery,Pantry Staples,"limited edition, essential item, vintage style",15569,3.636781282266248e-08,16.9
P305,Toys,Remote Control,"limited edition, premium quality, vintage style",28526,1.2991249167884475e-08,3.0
P306,Electronics,Laptops,gluten-free,4402,3.114263386293472e-07,5.02
P307,Toys,Remote Control,"lightweight, modern design",2744,6.955164768050109e-07,25.0
P308,Beauty,Wellness,"eco-friendly, smart device, handmade, budget-friendly",22334,1.969324730723949e-08,25.0
P309,Automotive,Tools,"organic certified, locally sourced, new arrival",18054,2.8273889740284012e-08,3.94
P310,Sports,Cycling,"essential item, premium quality, heavy-duty, on sale, vegan friendly",10021,7.691509826692406e-08,3.0
P311,Beauty,Fragrance,"top rated, collectible, for adults, vintage style, for kids",6218,1.731227669991267e-07,3.0
P312,Beauty,Skincare,"for kids, modern design",4532,2.963927476658926e-07,3.0
P313,Grocery,Pantry Staples,vegan friendly,8620,9.935690461726953e-08,11.51
P314,Fashion,Footwear,gift idea,11159,6.406154860602368e-08,3.86
P315,Grocery,Snacks,modern design,6198,1.740735284963734e-07,3.0
P316,Automotive,Car Parts,"on sale, handmade",24346,1.7007224901233963e-08,8.74
P317,Sports,Cycling,"collectible, new arrival, premium quality, top rated, bestseller",23528,1.8024610360340428e-08,3.0
P318,Grocery,Snacks,"essential item, top rated, bestseller",28453,1.3047962392283045e-08,5.12
P319,Automotive,Car Parts,"collectible, on sale, wireless, for kids, new arrival",13121,4.864258142114894e-08,8.93
P320,Sports,Team Sports Gear,"durable, wireless, for adults, bestseller, easy to use",20578,2.2634714864887232e-08,3.0
P321,Toys,Remote Control,"locally sourced, organic certified, imported",26234,1.4979272819295184e-08,5.04
P322,Toys,Remote Control,"for kids, collectible, premium quality",5782,1.9589694190341693e-07,4.45
P323,Books,Sci-Fi,"vintage style, gift idea",10559,7.037228648938247e-08,3.0
P324,Health,Medical Supplies,"budget-friendly, customer favorite, durable, for adults",12792,5.078845932007596e-08,3.0
P325,Automotive,Accessories,"for kids, bestseller, vegan friendly",18642,2.6774609696187038e-08,3.0
P326,Electronics,Smart Home,"customer favorite, smart device",10195,7.469682004811723e-08,3.0
P327,Health,Supplements,"organic certified, essential item, vegan friendly",8728,9.727592091336578e-08,3.0
P328,Home & Kitchen,Furniture,"top rated, easy to use",3379,4.88225522463073e-07,3.0
P329,Books,Sci-Fi,"organic certified, eco-friendly, locally sourced, modern design, vintage style",1934,1.2606206190574354e-06,3.0
P330,Beauty,Makeup,"vegan friendly, durable",2985,6.027747263630768e-07,3.0
P331,Beauty,Skincare,easy to use,653,7.983769624596466e-06,6.44
P332,Grocery,Pantry Staples,"modern design, gluten-free",6838,1.4729260423837184e-07,3.0
P333,Beauty,Fragrance,"on sale, lightweight, essential item",21897,2.036603818134059e-08,3.0
P334,Books,Sci-Fi,limited edition,4827,2.662618816883309e-07,4.72
P335,Electronics,Audio,"eco-friendly, essential item, gift idea, collectible",2271,9.593813610181148e-07,3.0
P336,Grocery,Organic Foods,"modern design, for adults",11073,6.490966907525727e-08,3.0
P337,Home & Kitchen,Furniture,"on sale, eco-friendly",3335,4.992263267352498e-07,7.48
P338,Beauty,Fragrance,"eco-friendly, wireless, modern design, vegan friendly, limited edition",19697,2.4382613836660096e-08,3.0
P339,Home & Kitchen,Cookware,"lightweight, organic certified",17002,3.131196946001479e-08,3.0
P340,Home & Kitchen,Lighting,"vegan friendly, easy to use, gift idea, limited edition, top rated",13671,4.536280729961871e-08,3.0
P341,Home & Kitchen,Bedding,"organic certified, limited edition, smart device",284,3.2879047436338374e-05,9.55
P342,Books,Fiction,"gluten-free, eco-friendly, organic certified, top rated, easy to use",6250,1.7161860811415347e-07,5.88
P343,Electronics,Accessories,"easy to use, customer favorite",25223,1.601422577407549e-08,3.0
P344,Toys,Remote Control,"modern design, customer favorite",25272,1.5961476503463353e-08,7.4
P345,Toys,Action Figures,"vegan friendly, new arrival, lightweight, for adults, customer favorite",13062,4.901668649841698e-08,3.0
P346,Beauty,Men's Grooming,"essential item, locally sourced, vegan friendly, smart device, handmade",23742,1.7749290346925857e-08,3.0
P347,Books,Non-Fiction,"easy to use, essential item, gift idea",17655,2.9368737507270693e-08,4.64
P348,Health,Medical Supplies,"bestseller, eco-friendly, budget-friendly",29923,1.1977100106508317e-08,3.0
P349,Electronics,Audio,"imported, limited edition",3953,3.739252739227715e-07,24.9
P350,Home & Kitchen,Cookware,new arrival,18431,2.7297776668835948e-08,3.0
P351,Health,Medical Supplies,"smart device, eco-friendly, limited edition, for kids",20371,2.3027108746297926e-08,3.0
P352,Automotive,Car Parts,"eco-friendly, bestseller, lightweight, modern design",23939,1.7501698451011355e-08,3.0
P353,Home & Kitchen,Storage,"gift idea, locally sourced, limited edition, top rated",29963,1.1949931191053493e-08,3.0
P354,Beauty,Wellness,"heavy-duty, bestseller, top rated, lightweight, vintage style",3079,5.718260468553641e-07,3.0
P355,Fashion,Watches,"essential item, heavy-duty, organic certified",13510,4.628564408658463e-08,6.17
P356,Home & Kitchen,Appliances,"collectible, locally sourced, heavy-duty, vintage style",17954,2.8542126683769523e-08,7.59
P357,Beauty,Haircare,"handmade, lightweight, heavy-duty, imported",3934,3.770005643878579e-07,3.0
P358,Books,Sci-Fi,"new arrival, vegan friendly, on sale, easy to use, organic certified",21415,2.115142691456275e-08,21.62
P359,Automotive,Car Parts,"eco-friendly, limited edition",2299,9.396024785065068e-07,17.89
P360,Toys,Board Games,"collectible, gift idea, modern design",24195,1.7188059163103245e-08,3.0
P361,Beauty,Skincare,"heavy-duty, smart device, imported",12555,5.242904968444852e-08,25.0
P362,Books,Academic,"collectible, limited edition, wireless",13956,4.3799259847857964e-08,3.78
P363,Health,Vitamins,"durable, on sale, imported",3021,5.906145909786623e-07,3.0
P364,Home & Kitchen,Lighting,"easy to use, lightweight, handmade, imported",3002,5.969833729390726e-07,5.41
P365,Sports,Racquet Sports,"customer favorite, vintage style",12830,5.053300083689834e-08,4.18
P366,Sports,Team Sports Gear,"heavy-duty, top rated",28989,1.2640489918917407e-08,4.9
P367,Home & Kitchen,Bedding,"heavy-duty, new arrival, imported, smart device",2573,7.759125354883953e-07,3.0
P368,Automotive,Tools,"easy to use, smart device, gift idea, on sale",10194,7.470927727333974e-08,3.0
P369,Automotive,Accessories,collectible,21045,2.1787491150270917e-08,5.29
P370,Health,Medical Supplies,"easy to use, collectible",22642,1.9240008898270504e-08,3.0
P371,Automotive,Tools,"collectible, modern design, easy to use, new arrival, organic certified",2268,9.615396986934596e-07,4.6
P372,Beauty,Wellness,"new arrival, locally sourced",29771,1.2081242067580767e-08,3.0
P373,Health,Medical Supplies,"for kids, smart device, wireless, handmade",5183,2.3592412327609368e-07,3.0
P374,Fashion,Men's Apparel,"vintage style, wireless, budget-friendly, for adults",17922,2.8628816888124887e-08,3.74
P375,Grocery,Dairy & Eggs,"on sale, budget-friendly, essential item",9413,8.555053013289855e-08,3.0
P376,Beauty,Wellness,imported,15676,3.594681956150655e-08,4.68
P377,Automotive,Car Care,"customer favorite, smart device",25438,1.5784810329855482e-08,3.0
P378,Health,Wellness Devices,"gluten-free, modern design, handmade, wireless, collectible",8488,1.0199791033990399e-07,3.0
P379,Grocery,Snacks,"vintage style, for adults",20029,2.369952554632094e-08,3.44
P380,Beauty,Makeup,"budget-friendly, top rated, imported, lightweight",8189,1.0840964542157513e-07,3.0
P381,Home & Kitchen,Cookware,"customer favorite, vintage style",15537,3.649523992440097e-08,3.0
P382,Grocery,Beverages,"essential item, locally sourced",863,4.969835936933228e-06,3.0
P383,Home & Kitchen,Furniture,"durable, collectible, budget-friendly, vegan friendly, handmade",27604,1.373750846397366e-08,3.0
P384,Sports,Water Sports,"easy to use, on sale, collectible",12824,5.0573200541370107e-08,3.0
P385,Sports,Water Sports,on sale,8585,1.0004649901328589e-07,3.0
P386,Beauty,Makeup,"budget-friendly, locally sourced, vegan friendly, easy to use",21342,2.1274565957211562e-08,3.23
P387,Sports,Water Sports,"imported, organic certified",6552,1.5838891871158274e-07,3.0
P388,Toys,Action Figures,"eco-friendly, collectible, for adults, vegan friendly",18316,2.7589785600602514e-08,3.0
P389,Grocery,Organic Foods,"budget-friendly, on sale, limited edition",17205,3.068650685078614e-08,3.0
P390,Books,Fiction,"customer favorite, on sale, top rated, wireless, modern design",14647,4.034480736795712e-08,3.0
P391,Toys,Puzzles,"eco-friendly, customer favorite, durable, vegan friendly, premium quality",1206,2.813649407706516e-06,3.0
P392,Sports,Water Sports,"essential item, for adults, locally sourced, customer favorite, handmade",25881,1.532825141675762e-08,3.0
P393,Automotive,Tools,"imported, premium quality",16227,3.389654262739999e-08,3.0
P394,Toys,Action Figures,"imported, top rated",2434,8.527376321283829e-07,25.0
P395,Beauty,Wellness,"top rated, smart device",10665,6.918738927947739e-08,25.0
P396,Automotive,Car Parts,"for adults, premium quality, bestseller, vintage style, eco-friendly",16897,3.164346825672867e-08,4.17
P397,Automotive,Tools,"durable, on sale, heavy-duty",26865,1.4386089853626626e-08,3.0
P398,Beauty,Wellness,"budget-friendly, locally sourced",523,1.1644143093230633e-05,5.52
P399,Toys,Action Figures,on sale,14259,4.222882402847442e-08,5.27
P400,Books,Children's Books,"for kids, limited edition, heavy-duty, handmade",16732,3.2175777481990395e-08,3.0
P401,Health,Personal Care,"handmade, organic certified, premium quality, limited edition",17681,2.9295357608026302e-08,3.0
P402,Sports,Water Sports,"budget-friendly, wireless, modern design",28482,1.3025385491596693e-08,3.0
P403,Health,Supplements,"bestseller, wireless, organic certified, imported",1957,1.2355376990261578e-06,3.0
P404,Sports,Outdoor Equipment,"heavy-duty, smart device, lightweight, limited edition",20972,2.1916573763063325e-08,3.0
P405,Home & Kitchen,Lighting,"heavy-duty, collectible, imported",17415,3.006010483819686e-08,3.0
P406,Books,Academic,"easy to use, new arrival, gluten-free, for kids, vegan friendly",16279,3.371267978283324e-08,3.0
P407,Books,Sci-Fi,"top rated, collectible, imported",13795,4.4671805599625686e-08,4.61
P408,Home & Kitchen,Bedding,"collectible, heavy-duty, vegan friendly, customer favorite, handmade",1816,1.4030187330282753e-06,3.59
P409,Home & Kitchen,Appliances,"vegan friendly, modern design",23535,1.801549752694941e-08,3.0
P410,Toys,Dolls,"modern design, locally sourced, collectible, budget-friendly",7315,1.3133970699066494e-07,3.0
P411,Automotive,Car Care,lightweight,24804,1.6476822997376632e-08,3.0
P412,Grocery,Organic Foods,"heavy-duty, eco-friendly, modern design, gluten-free",20149,2.3460078457101553e-08,3.0
P413,Sports,Racquet Sports,"limited edition, top rated, wireless",18516,2.708508558720174e-08,3.0
P414,Books,Mystery,"eco-friendly, lightweight, essential item, modern design, vintage style",14293,4.2058195512880294e-08,3.0
P415,Toys,Educational Toys,bestseller,29781,1.2074346497351236e-08,3.0
P416,Toys,Action Figures,"vintage style, collectible",17589,2.9556326247101813e-08,3.0
P417,Toys,Puzzles,"bestseller, gluten-free",27145,1.4134734869286852e-08,25.0
P418,Health,Supplements,"budget-friendly, on sale",7205,1.3476671119283207e-07,3.0
P419,Automotive,Accessories,"locally sourced, gluten-free, durable, eco-friendly, top rated",19408,2.5003054807359373e-08,3.21
P420,Electronics,Smart Home,"vegan friendly, collectible, organic certified",17790,2.8990872979008096e-08,16.04
P421,Toys,Educational Toys,"essential item, organic certified, bestseller",8869,9.466152387660056e-08,24.56
P422,Automotive,Accessories,"budget-friendly, smart device",8735,9.714343565258952e-08,3.0
P423,Electronics,Smart Home,top rated,2678,7.249072300266301e-07,3.0
P424,Sports,Water Sports,"handmade, on sale",27156,1.4125002873888328e-08,8.05
P425,Electronics,Audio,"eco-friendly, lightweight",17651,2.938005263132077e-08,3.0
P426,Toys,Educational Toys,"gift idea, collectible, new arrival, budget-friendly",12339,5.399884438096109e-08,4.69
P427,Toys,Remote Control,"limited edition, heavy-duty, on sale, new arrival, essential item",12354,5.388743226356447e-08,3.0
P428,Books,Non-Fiction,vintage style,9549,8.348952422432034e-08,4.24
P429,Grocery,Beverages,"collectible, modern design, essential item",25792,1.5418277952849268e-08,3.0
P430,Home & Kitchen,Lighting,"lightweight, essential item",23481,1.8085986583591678e-08,3.0
P431,Beauty,Men's Grooming,"customer favorite, imported, gluten-free, easy to use, collectible",10842,6.727820871746449e-08,3.96
P432,Health,Wellness Devices,"wireless, heavy-duty",9059,9.131118174570122e-08,4.4
P433,Home & Kitchen,Bedding,bestseller,7084,1.3870332291104473e-07,9.85
P434,Automotive,Electronics for Cars,vegan friendly,14267,4.2188577355196314e-08,3.0
P435,Health,Supplements,lightweight,11942,5.708597082431529e-08,8.97
P436,Electronics,Accessories,"smart device, for adults, modern design, wireless, essential item",7693,1.2055845111677102e-07,3.0
P437,Toys,Puzzles,vegan friendly,5021,2.490101377400088e-07,3.0
P438,Health,Wellness Devices,collectible,13415,4.6844246103507557e-08,3.0
P439,Fashion,Jewelry,"vintage style, handmade",7258,1.3309801124730589e-07,3.62
P440,Beauty,Wellness,"organic certified, wireless",4069,3.559846995396995e-07,3.0
P441,Automotive,Tools,"vintage style, heavy-duty, gluten-free, new arrival",21147,2.1609141029081427e-08,3.0
P442,Grocery,Snacks,imported,12612,5.202686644596732e-08,7.36
P443,Beauty,Skincare,gluten-free,26996,1.4267615329147008e-08,3.0
P444,Beauty,Haircare,customer favorite,2046,1.145567897798375e-06,9.51
P445,Sports,Team Sports Gear,"heavy-duty, locally sourced, new arrival",28367,1.3115281306544439e-08,3.0
P446,Books,Mystery,"bestseller, lightweight, for adults, premium quality, gift idea",9764,8.03883647874428e-08,3.0
P447,Home & Kitchen,Bedding,"on sale, smart device",28032,1.338284540776501e-08,4.18
P448,Toys,Action Figures,"organic certified, locally sourced, new arrival, handmade, limited edition",19704,2.4367890073684612e-08,4.57
P449,Fashion,Watches,"easy to use, organic certified, smart device",22703,1.9152209394511927e-08,3.0
P450,Sports,Cycling,"on sale, imported",15378,3.713903787398605e-08,3.0
P451,Toys,Educational Toys,"premium quality, limited edition, bestseller",18333,2.7546307391879614e-08,4.52
P452,Automotive,Accessories,durable,26696,1.4541254505291796e-08,8.53
P453,Books,Children's Books,"customer favorite, easy to use",10402,7.218745998128058e-08,6.07
P454,Health,Vitamins,"customer favorite, vegan friendly",29563,1.2226100153428377e-08,3.0
